Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
852.19,3.119e-9,,,,,,,3.119e-9,,
852.27,1.865e-9,,,,,,,1.865e-9,,
852.35,1.110e-9,,,,,,,1.110e-9,,
852.43,6.566e-10,,,,,,,6.566e-10,,
852.51,3.864e-10,,,,,,,3.864e-10,,
852.59,2.261e-10,,,,,,,2.261e-10,,
852.68,1.230e-10,,,,,,,1.230e-10,,
852.76,7.116e-11,,,,,,,7.116e-11,,
852.84,4.095e-11,,,,,,,4.095e-11,,
852.92,2.344e-11,,,,,,,2.344e-11,,
853,1.334e-11,,,,,,,1.334e-11,,
853.09,7.032e-12,,,,,,,7.032e-12,,
853.17,3.957e-12,,,,,,,3.957e-12,,
853.25,2.214e-12,,,,,,,2.214e-12,,
853.33,1.233e-12,,,,,,,1.233e-12,,
853.41,6.824e-13,,,,,,,6.824e-13,,
853.49,3.758e-13,,,,,,,3.758e-13,,
853.58,1.908e-13,,,,,,,1.908e-13,,
853.66,1.039e-13,,,,,,,1.039e-13,,
853.74,5.623e-14,,,,,,,5.623e-14,,
853.82,3.028e-14,,,,,,,3.028e-14,,
853.9,6.696e-15,,,,,,,6.696e-15,,
872.4,5.355e-16,,,,,,,5.355e-16,,
872.48,9.730e-16,,,,,,,9.730e-16,,
872.57,1.894e-15,,,,,,,1.894e-15,,
872.65,3.405e-15,,,,,,,3.405e-15,,
872.73,6.091e-15,,,,,,,6.091e-15,,
872.81,1.084e-14,,,,,,,1.084e-14,,
872.89,1.921e-14,,,,,,,1.921e-14,,
872.97,3.385e-14,,,,,,,3.385e-14,,
873.06,6.366e-14,,,,,,,6.366e-14,,
873.14,1.110e-13,,,,,,,1.110e-13,,
873.22,1.927e-13,,,,,,,1.927e-13,,
873.3,3.327e-13,,,,,,,3.327e-13,,
873.38,5.716e-13,,,,,,,5.716e-13,,
873.47,1.045e-12,,,,,,,1.045e-12,,
873.55,1.776e-12,,,,,,,1.776e-12,,
873.63,3.004e-12,,,,,,,3.004e-12,,
873.71,5.056e-12,,,,,,,5.056e-12,,
873.79,8.469e-12,,,,,,,8.469e-12,,
873.87,1.411e-11,,,,,,,1.411e-11,,
873.96,2.492e-11,,,,,,,2.492e-11,,
874.04,4.110e-11,,,,,,,4.110e-11,,
874.12,6.743e-11,,,,,,,6.743e-11,,
874.2,1.101e-10,,,,,,,1.101e-10,,
874.28,1.789e-10,,,,,,,1.789e-10,,
874.37,3.069e-10,,,,,,,3.069e-10,,
874.45,4.934e-10,,,,,,,4.934e-10,,
874.53,7.891e-10,,,,,,,7.891e-10,,
874.61,1.256e-9,,,,,,,1.256e-9,,
874.69,1.989e-9,,,,,,,1.989e-9,,
874.78,3.316e-9,,,,,,,3.316e-9,,
874.86,5.197e-9,,,,,,,5.197e-9,,
874.94,8.103e-9,,,,,,,8.103e-9,,
875.02,1.257e-8,,,,,,,1.257e-8,,
875.1,1.941e-8,,,,,,,1.941e-8,,
875.18,2.981e-8,,,,,,,2.981e-8,,
875.27,4.803e-8,,,,,,,4.803e-8,,
875.35,7.301e-8,,,,,,,7.301e-8,,
875.43,1.104e-7,,,,,,,1.104e-7,,
875.51,1.662e-7,,,,,,,1.662e-7,,
875.59,2.488e-7,,,,,,,2.488e-7,,
875.68,3.896e-7,,,,,,,3.896e-7,,
875.76,5.772e-7,,,,,,,5.772e-7,,
875.84,8.510e-7,,,,,,,8.510e-7,,
875.92,1.248e-6,,,,,,,1.248e-6,,
876,1.822e-6,,,,,,,1.822e-6,,
876.08,2.647e-6,,,,,,,2.647e-6,,
876.17,4.004e-6,,,,,,,4.004e-6,,
876.25,5.755e-6,,,,,,,5.755e-6,,
876.33,8.230e-6,,,,,,,8.230e-6,,
876.41,1.171e-5,,,,,,,1.171e-5,,
876.49,1.658e-5,,,,,,,1.658e-5,,
876.58,2.437e-5,,,,,,,2.437e-5,,
876.66,3.415e-5,,,,,,,3.415e-5,,
876.74,4.760e-5,,,,,,,4.760e-5,,
876.82,6.603e-5,,,,,,,6.603e-5,,
876.9,9.114e-5,,,,,,,9.114e-5,,
876.98,1.252e-4,,,,,,,1.252e-4,,
877.07,1.778e-4,,,,,,,1.778e-4,,
877.15,2.416e-4,,,,,,,2.416e-4,,
877.23,3.267e-4,,,,,,,3.267e-4,,
877.31,4.396e-4,,,,,,,4.396e-4,,
877.39,5.885e-4,,,,,,,5.885e-4,,
877.48,8.123e-4,,,,,,,8.123e-4,,
877.56,1.076e-3,,,,,,,1.076e-3,,
877.64,1.418e-3,,,,,,,1.418e-3,,
877.72,1.860e-3,,,,,,,1.860e-3,,
877.8,2.428e-3,,,,,,,2.428e-3,,
877.89,3.256e-3,,,,,,,3.256e-3,,
877.97,4.205e-3,,,,,,,4.205e-3,,
878.05,5.403e-3,,,,,,,5.403e-3,,
878.13,6.909e-3,,,,,,,6.909e-3,,
878.21,8.789e-3,,,,,,,8.789e-3,,
878.29,1.113e-2,,,,,,,1.113e-2,,
878.38,1.442e-2,,,,,,,1.442e-2,,
878.46,1.806e-2,,,,,,,1.806e-2,,
878.54,2.251e-2,,,,,,,2.251e-2,,
878.62,2.792e-2,,,,,,,2.792e-2,,
878.7,3.445e-2,,,,,,,3.445e-2,,
878.79,4.339e-2,,,,,,,4.339e-2,,
878.87,5.298e-2,,,,,,,5.298e-2,,
878.95,6.437e-2,,,,,,,6.437e-2,,
879.03,7.781e-2,,,,,,,7.781e-2,,
879.11,9.361e-2,,,,,,,9.361e-2,,
879.19,1.120e-1,,,,,,,1.120e-1,,
879.28,1.363e-1,,,,,,,1.363e-1,,
879.36,1.615e-1,,,,,,,1.615e-1,,
879.44,1.903e-1,,,,,,,1.903e-1,,
879.52,2.232e-1,,,,,,,2.232e-1,,
879.6,2.604e-1,,,,,,,2.604e-1,,
879.69,3.079e-1,,,,,,,3.079e-1,,
879.77,3.555e-1,,,,,,,3.555e-1,,
879.85,4.084e-1,,,,,,,4.084e-1,,
879.93,4.668e-1,,,,,,,4.668e-1,,
880.01,5.310e-1,,,,,,,5.310e-1,,
880.1,6.101e-1,,,,,,,6.101e-1,,
880.18,6.867e-1,,,,,,,6.867e-1,,
880.26,7.690e-1,,,,,,,7.690e-1,,
880.34,8.569e-1,,,,,,,8.569e-1,,
880.42,9.502e-1,,,,,,,9.502e-1,,
880.5,1.048e+0,,,,,,,1.048e+0,,
880.59,1.164e+0,,,,,,,1.164e+0,,
880.67,1.271e+0,,,,,,,1.271e+0,,
880.75,1.380e+0,,,,,,,1.380e+0,,
880.83,1.492e+0,,,,,,,1.492e+0,,
880.91,1.605e+0,,,,,,,1.605e+0,,
881,1.731e+0,,,,,,,1.731e+0,,
881.08,1.842e+0,,,,,,,1.842e+0,,
881.16,1.951e+0,,,,,,,1.951e+0,,
881.24,2.055e+0,,,,,,,2.055e+0,,
881.32,2.155e+0,,,,,,,2.155e+0,,
881.4,2.248e+0,,,,,,,2.248e+0,,
881.49,2.344e+0,,,,,,,2.344e+0,,
881.57,2.419e+0,,,,,,,2.419e+0,,
881.65,2.485e+0,,,,,,,2.485e+0,,
881.73,2.539e+0,,,,,,,2.539e+0,,
881.81,2.582e+0,,,,,,,2.582e+0,,
881.9,2.616e+0,,,,,,,2.616e+0,,
881.98,2.632e+0,,,,,,,2.632e+0,,
882.06,2.636e+0,,,,,,,2.636e+0,,
882.14,2.626e+0,,,,,,,2.626e+0,,
882.22,2.603e+0,,,,,,,2.603e+0,,
882.3,2.568e+0,,,,,,,2.568e+0,,
882.39,2.513e+0,,,,,,,2.513e+0,,
882.47,2.453e+0,,,,,,,2.453e+0,,
882.55,2.383e+0,,,,,,,2.383e+0,,
882.63,2.302e+0,,,,,,,2.302e+0,,
882.71,2.214e+0,,,,,,,2.214e+0,,
882.8,2.106e+0,,,,,,,2.106e+0,,
882.88,2.004e+0,,,,,,,2.004e+0,,
882.96,1.897e+0,,,,,,,1.897e+0,,
883.04,1.787e+0,,,,,,,1.787e+0,,
883.12,1.675e+0,,,,,,,1.675e+0,,
883.21,1.548e+0,,,,,,,1.548e+0,,
883.29,1.436e+0,,,,,,,1.436e+0,,
883.37,1.325e+0,,,,,,,1.325e+0,,
883.45,1.217e+0,,,,,,,1.217e+0,,
883.53,1.112e+0,,,,,,,1.112e+0,,
883.61,1.011e+0,,,,,,,1.011e+0,,
883.7,9.029e-1,,,,,,,9.029e-1,,
883.78,8.123e-1,,,,,,,8.123e-1,,
883.86,7.271e-1,,,,,,,7.271e-1,,
883.94,6.477e-1,,,,,,,6.477e-1,,
884.02,5.741e-1,,,,,,,5.741e-1,,
884.11,4.982e-1,,,,,,,4.982e-1,,
884.19,4.369e-1,,,,,,,4.369e-1,,
884.27,3.813e-1,,,,,,,3.813e-1,,
884.35,3.311e-1,,,,,,,3.311e-1,,
884.43,2.860e-1,,,,,,,2.860e-1,,
884.51,2.459e-1,,,,,,,2.459e-1,,
884.6,2.062e-1,,,,,,,2.062e-1,,
884.68,1.754e-1,,,,,,,1.754e-1,,
884.76,1.485e-1,,,,,,,1.485e-1,,
884.84,1.251e-1,,,,,,,1.251e-1,,
884.92,1.048e-1,,,,,,,1.048e-1,,
885.01,8.540e-2,,,,,,,8.540e-2,,
885.09,7.081e-2,,,,,,,7.081e-2,,
885.17,5.843e-2,,,,,,,5.843e-2,,
885.25,4.797e-2,,,,,,,4.797e-2,,
885.33,3.919e-2,,,,,,,3.919e-2,,
885.42,3.103e-2,,,,,,,3.103e-2,,
885.5,2.509e-2,,,,,,,2.509e-2,,
885.58,2.018e-2,,,,,,,2.018e-2,,
885.66,1.615e-2,,,,,,,1.615e-2,,
885.74,1.286e-2,,,,,,,1.286e-2,,
885.82,1.019e-2,,,,,,,1.019e-2,,
885.91,7.797e-3,,,,,,,7.797e-3,,
885.99,6.114e-3,,,,,,,6.114e-3,,
886.07,4.770e-3,,,,,,,4.770e-3,,
886.15,3.703e-3,,,,,,,3.703e-3,,
886.23,2.860e-3,,,,,,,2.860e-3,,
886.32,2.127e-3,,,,,,,2.127e-3,,
886.4,1.625e-3,,,,,,,1.625e-3,,
886.48,1.236e-3,,,,,,,1.236e-3,,
886.56,9.355e-4,,,,,,,9.355e-4,,
886.64,7.044e-4,,,,,,,7.044e-4,,
886.72,5.278e-4,,,,,,,5.278e-4,,
886.81,3.792e-4,,,,,,,3.792e-4,,
886.89,2.811e-4,,,,,,,2.811e-4,,
886.97,2.074e-4,,,,,,,2.074e-4,,
887.05,1.522e-4,,,,,,,1.522e-4,,
887.13,1.112e-4,,,,,,,1.112e-4,,
887.22,7.762e-5,,,,,,,7.762e-5,,
887.3,5.610e-5,,,,,,,5.610e-5,,
887.38,4.034e-5,,,,,,,4.034e-5,,
887.46,2.887e-5,,,,,,,2.887e-5,,
887.54,2.055e-5,,,,,,,2.055e-5,,
887.62,1.456e-5,,,,,,,1.456e-5,,
887.71,9.823e-6,,,,,,,9.823e-6,,
887.79,6.886e-6,,,,,,,6.886e-6,,
887.87,4.803e-6,,,,,,,4.803e-6,,
887.95,3.334e-6,,,,,,,3.334e-6,,
888.03,2.302e-6,,,,,,,2.302e-6,,
888.12,1.509e-6,,,,,,,1.509e-6,,
888.2,1.031e-6,,,,,,,1.031e-6,,
888.28,7.013e-7,,,,,,,7.013e-7,,
888.36,4.745e-7,,,,,,,4.745e-7,,
888.44,3.194e-7,,,,,,,3.194e-7,,
888.53,2.035e-7,,,,,,,2.035e-7,,
888.61,1.355e-7,,,,,,,1.355e-7,,
888.69,8.984e-8,,,,,,,8.984e-8,,
888.77,5.926e-8,,,,,,,5.926e-8,,
888.85,3.889e-8,,,,,,,3.889e-8,,
888.93,2.539e-8,,,,,,,2.539e-8,,
889.02,1.563e-8,,,,,,,1.563e-8,,
889.1,1.010e-8,,,,,,,1.010e-8,,
889.18,6.493e-9,,,,,,,6.493e-9,,
889.26,4.154e-9,,,,,,,4.154e-9,,
889.34,2.644e-9,,,,,,,2.644e-9,,
889.43,1.582e-9,,,,,,,1.582e-9,,
889.51,9.962e-10,,,,,,,9.962e-10,,
889.59,6.243e-10,,,,,,,6.243e-10,,
889.67,3.894e-10,,,,,,,3.894e-10,,
889.75,2.416e-10,,,,,,,2.416e-10,,
889.83,1.492e-10,,,,,,,1.492e-10,,
889.92,8.622e-11,,,,,,,8.622e-11,,
890,5.268e-11,,,,,,,5.268e-11,,
890.08,3.202e-11,,,,,,,3.202e-11,,3.334e-42
890.16,1.937e-11,,,,,,,1.937e-11,,5.993e-42
890.24,1.166e-11,,,,,,,1.166e-11,,1.072e-41
890.33,6.548e-12,,,,,,,6.548e-12,,2.050e-41
890.41,3.900e-12,,,,,,,3.900e-12,,3.630e-41
890.49,2.311e-12,,,,,,,2.311e-12,,6.397e-41
890.57,1.363e-12,,,,,,,1.363e-12,,1.122e-40
890.65,7.996e-13,,,,,,,7.996e-13,,1.958e-40
890.74,4.363e-13,,,,,,,4.363e-13,,3.643e-40
890.82,2.533e-13,,,,,,,2.533e-13,,6.294e-40
890.9,1.463e-13,,,,,,,1.463e-13,,1.082e-39
890.98,8.413e-14,,,,,,,8.413e-14,,1.852e-39
891.06,4.812e-14,,,,,,,4.812e-14,,3.155e-39
891.14,2.739e-14,,,,,,,2.739e-14,,5.347e-39
891.23,1.444e-14,,,,,,,1.444e-14,,9.626e-39
891.31,8.132e-15,,,,,,,8.132e-15,,1.615e-38
891.39,4.557e-15,,,,,,,4.557e-15,,2.697e-38
891.47,2.541e-15,,,,,,,2.541e-15,,4.483e-38
891.55,1.410e-15,,,,,,,1.410e-15,,7.414e-38
891.64,7.222e-16,,,,,,,7.222e-16,,1.298e-37
891.72,2.126e-37,,,,,,,,,2.126e-37
891.8,3.464e-37,,,,,,,,,3.464e-37
891.88,5.618e-37,,,,,,,,,5.618e-37
891.96,9.067e-37,,,,,,,,,9.067e-37
892.04,1.456e-36,,,,,,,,,1.456e-36
892.13,2.468e-36,,,,,,,,,2.468e-36
892.21,3.924e-36,,,,,,,,,3.924e-36
892.29,6.210e-36,,,,,,,,,6.210e-36
892.37,9.780e-36,,,,,,,,,9.780e-36
892.45,1.533e-35,,,,,,,,,1.533e-35
892.54,2.527e-35,,,,,,,,,2.527e-35
892.62,3.921e-35,,,,,,,,,3.921e-35
892.7,6.054e-35,,,,,,,,,6.054e-35
892.78,9.304e-35,,,,,,,,,9.304e-35
892.86,1.423e-34,,,,,,,,,1.423e-34
892.94,2.166e-34,,,,,,,,,2.166e-34
893.03,3.455e-34,,,,,,,,,3.455e-34
893.11,5.206e-34,,,,,,,,,5.206e-34
893.19,7.807e-34,,,,,,,,,7.807e-34
893.27,1.165e-33,,,,,,,,,1.165e-33
893.35,1.731e-33,,,,,,,,,1.731e-33
893.44,2.685e-33,,,,,,,,,2.685e-33
893.52,3.948e-33,,,,,,,,,3.948e-33
893.6,5.778e-33,,,,,,,,,5.778e-33
893.68,8.414e-33,,,,,,,,,8.414e-33
893.76,1.220e-32,,,,,,,,,1.220e-32
893.85,1.841e-32,,,,,,,,,1.841e-32
893.93,2.641e-32,,,,,,,,,2.641e-32
894.01,3.771e-32,,,,,,,,,3.771e-32
894.09,5.359e-32,,,,,,,,,5.359e-32
894.17,7.579e-32,,,,,,,,,7.579e-32
894.25,1.067e-31,,,,,,,,,1.067e-31
894.34,1.558e-31,,,,,,,,,1.558e-31
894.42,2.171e-31,,,,,,,,,2.171e-31
894.5,3.011e-31,,,,,,,,,3.011e-31
894.58,4.155e-31,,,,,,,,,4.155e-31
894.66,5.706e-31,,,,,,,,,5.706e-31
894.75,8.108e-31,,,,,,,,,8.108e-31
894.83,1.102e-30,,,,,,,,,1.102e-30
894.91,1.492e-30,,,,,,,,,1.492e-30
894.99,2.009e-30,,,,,,,,,2.009e-30
895.07,2.692e-30,,,,,,,,,2.692e-30
895.15,3.591e-30,,,,,,,,,3.591e-30
895.24,4.937e-30,,,,,,,,,4.937e-30
895.32,6.518e-30,,,,,,,,,6.518e-30
895.4,8.565e-30,,,,,,,,,8.565e-30
895.48,1.120e-29,,,,,,,,,1.120e-29
895.56,1.458e-29,,,,,,,,,1.458e-29
895.65,1.950e-29,,,,,,,,,1.950e-29
895.73,2.512e-29,,,,,,,,,2.512e-29
895.81,3.221e-29,,6.779e-42,,,,,,,3.221e-29
895.89,4.111e-29,,1.212e-41,,,,,,,4.111e-29
895.97,5.221e-29,,2.157e-41,,,,,,,5.221e-29
896.06,6.793e-29,,4.103e-41,,,,,,,6.793e-29
896.14,8.540e-29,,7.230e-41,,,,,,,8.540e-29
896.22,3.587e-15,,1.268e-40,,3.587e-15,,,,,1.069e-28
896.3,6.422e-15,,2.213e-40,,6.422e-15,,,,,1.331e-28
896.38,1.552e-14,,3.844e-40,,1.552e-14,,,,,1.649e-28
896.46,2.757e-14,,6.647e-40,,2.757e-14,,,,,2.034e-28
896.55,5.233e-14,,1.224e-39,,5.233e-14,,,,,2.561e-28
896.63,9.203e-14,,2.095e-39,,9.203e-14,,,,,3.126e-28
896.71,1.611e-13,,3.569e-39,,1.611e-13,,,,,3.799e-28
896.79,2.807e-13,,6.052e-39,,2.807e-13,,,,,4.594e-28
896.87,4.868e-13,,1.021e-38,,4.868e-13,,,,,5.529e-28
896.96,8.991e-13,,1.830e-38,,8.991e-13,,,,,6.771e-28
897.04,1.544e-12,,3.057e-38,,1.544e-12,,,,,8.067e-28
897.12,2.638e-12,,5.084e-38,,2.638e-12,,,,,9.565e-28
897.2,4.486e-12,,8.416e-38,,4.486e-12,,,,,1.129e-27
897.28,7.595e-12,,1.386e-37,,7.595e-12,,,,,1.326e-27
897.36,1.280e-11,,2.273e-37,,1.280e-11,,,,,1.549e-27
897.45,2.288e-11,,3.942e-37,,2.288e-11,,,,,1.836e-27
897.53,3.817e-11,,6.399e-37,,3.817e-11,,,,,2.124e-27
897.61,6.337e-11,,1.034e-36,,6.337e-11,,,,,2.446e-27
897.69,1.047e-10,,1.662e-36,,1.047e-10,,,,,2.803e-27
897.77,1.722e-10,,2.660e-36,,1.722e-10,,,,,3.197e-27
897.86,2.997e-10,,4.490e-36,,2.997e-10,,,,,3.685e-27
897.94,4.880e-10,,7.114e-36,,4.880e-10,,,,,4.161e-27
898.02,7.909e-10,,1.122e-35,,7.909e-10,,,,,4.675e-27
898.1,1.276e-9,,1.761e-35,,1.276e-9,,,,,5.228e-27
898.18,2.048e-9,,2.751e-35,,2.048e-9,,,,,5.818e-27
898.27,3.469e-9,,4.518e-35,,3.469e-9,,,,,6.524e-27
898.35,5.515e-9,,6.987e-35,,5.515e-9,,,,,7.188e-27
898.43,8.724e-9,,1.076e-34,,8.724e-9,,,,,7.881e-27
898.51,1.374e-8,,1.648e-34,,1.374e-8,,,,,8.599e-27
898.59,2.153e-8,,2.512e-34,,2.153e-8,,,,,9.338e-27
898.67,3.358e-8,,3.813e-34,,3.358e-8,,,,,1.009e-26
898.76,5.507e-8,,6.062e-34,,5.507e-8,,,,,1.095e-26
898.84,8.504e-8,,9.108e-34,,8.504e-8,,,,,1.172e-26
898.92,1.307e-7,,1.362e-33,,1.307e-7,,,,,1.248e-26
899,2.000e-7,,2.027e-33,,2.000e-7,,,,,1.322e-26
899.08,3.045e-7,,3.003e-33,,3.045e-7,,,,,1.394e-26
899.17,4.859e-7,,4.646e-33,,4.859e-7,,,,,1.472e-26
899.25,7.325e-7,,6.814e-33,,7.325e-7,,,,,1.537e-26
899.33,1.099e-6,,9.947e-33,,1.099e-6,,,,,1.596e-26
899.41,1.641e-6,,1.445e-32,,1.641e-6,,,,,1.651e-26
899.49,2.440e-6,,2.089e-32,,2.440e-6,,,,,1.699e-26
899.57,3.609e-6,,3.007e-32,,3.609e-6,,,,,1.740e-26
899.66,5.576e-6,,4.504e-32,,5.576e-6,,,,,1.777e-26
899.74,8.168e-6,,6.417e-32,,8.168e-6,,,,,1.802e-26
899.82,1.191e-5,,9.099e-32,,1.191e-5,,,,,1.818e-26
899.9,1.728e-5,,1.284e-31,,1.728e-5,,,,,1.826e-26
899.98,2.495e-5,,1.804e-31,,2.495e-5,,,,,1.824e-26
900.07,3.751e-5,,2.629e-31,,3.751e-5,,,,,1.813e-26
900.15,5.364e-5,,3.657e-31,,5.364e-5,,,,,1.793e-26
900.23,7.633e-5,,5.062e-31,,7.633e-5,,,,,1.766e-26
900.31,1.081e-4,,6.973e-31,,1.081e-4,,,,,1.730e-26
900.39,1.524e-4,,9.561e-31,,1.524e-4,,,,,1.687e-26
900.47,2.139e-4,,1.305e-30,,2.139e-4,,,,,1.638e-26
900.56,3.113e-4,,1.841e-30,,3.113e-4,,,,,1.575e-26
900.64,4.324e-4,,2.487e-30,,4.324e-4,,,,,1.513e-26
900.72,5.979e-4,,3.345e-30,,5.979e-4,,,,,1.446e-26
900.8,8.228e-4,,4.477e-30,,8.228e-4,,,,,1.376e-26
900.88,1.127e-3,,5.963e-30,,1.127e-3,,,,,1.304e-26
900.97,1.597e-3,,8.187e-30,,1.597e-3,,,,,1.219e-26
901.05,2.165e-3,,1.080e-29,,2.165e-3,,,,,1.143e-26
901.13,2.922e-3,,1.417e-29,,2.922e-3,,,,,1.066e-26
901.21,3.926e-3,,1.852e-29,,3.926e-3,,,,,9.903e-27
901.29,5.249e-3,,2.407e-29,,5.249e-3,,,,,9.152e-27
901.38,7.237e-3,,3.217e-29,,7.237e-3,,,,,8.327e-27
901.46,9.580e-3,,4.141e-29,,9.580e-3,,,,,7.618e-27
901.54,1.262e-2,,5.305e-29,,1.262e-2,,,,,6.935e-27
901.62,1.655e-2,,6.765e-29,,1.655e-2,,,,,6.284e-27
901.7,2.160e-2,,8.586e-29,,2.160e-2,,,,,5.667e-27
901.78,2.807e-2,,1.085e-28,,2.807e-2,,,,,5.086e-27
901.87,3.746e-2,,1.403e-28,,3.746e-2,,,,,4.477e-27
901.95,4.819e-2,,1.754e-28,,4.819e-2,,,,,3.978e-27
902.03,6.169e-2,,2.184e-28,,6.169e-2,,,,,3.517e-27
902.11,7.860e-2,,2.705e-28,,7.860e-2,,,,,3.095e-27
902.19,9.968e-2,,3.335e-28,,9.968e-2,,,,,2.710e-27
902.28,1.295e-1,,4.198e-28,,1.295e-1,,,,,2.321e-27
902.36,1.626e-1,,5.124e-28,,1.626e-1,,,,,2.012e-27
902.44,2.032e-1,,6.226e-28,,2.032e-1,,,,,1.736e-27
902.52,2.528e-1,,7.529e-28,,2.528e-1,,,,,1.491e-27
902.6,3.130e-1,,9.061e-28,,3.130e-1,,,,,1.274e-27
902.68,3.856e-1,,1.085e-27,,3.856e-1,,,,,1.083e-27
902.77,4.851e-1,,1.322e-27,,4.851e-1,,,,,8.978e-28
902.85,5.918e-1,,1.568e-27,,5.918e-1,,,,,7.558e-28
902.93,7.187e-1,,1.851e-27,,7.187e-1,,,,,6.333e-28
903.01,8.686e-1,,2.175e-27,,8.686e-1,,,,,5.281e-28
903.09,1.045e+0,,2.543e-27,,1.045e+0,,,,,4.383e-28
903.18,1.279e+0,,3.015e-27,,1.279e+0,,,,,3.533e-28
903.26,1.524e+0,,3.490e-27,,1.524e+0,,,,,2.902e-28
903.34,1.807e+0,,4.020e-27,,1.807e+0,,,,,2.373e-28
903.42,2.132e+0,,4.610e-27,,2.132e+0,,,,,1.931e-28
903.5,2.505e+0,,5.262e-27,,2.505e+0,,,,,1.564e-28
903.59,2.985e+0,,6.071e-27,,2.985e+0,,,,,1.226e-28
903.67,3.472e+0,,6.859e-27,,3.472e+0,,,,,9.830e-29
903.75,4.019e+0,,7.714e-27,,4.019e+0,,,,,7.842e-29
903.83,4.631e+0,,8.634e-27,,4.631e+0,,,,,6.227e-29
903.91,5.312e+0,,9.619e-27,,5.312e+0,,,,,4.920e-29
903.99,6.065e+0,,1.066e-26,,6.065e+0,,,,,3.869e-29
904.08,7.001e+0,,1.191e-26,,7.001e+0,,,,,2.936e-29
904.16,7.915e+0,,1.308e-26,,7.915e+0,,,,,2.286e-29
904.24,8.908e+0,,1.428e-26,,8.908e+0,,,,,1.771e-29
904.32,9.980e+0,,1.553e-26,,9.980e+0,,,,,1.366e-29
904.4,1.113e+1,,1.681e-26,,1.113e+1,,,,,1.048e-29
904.49,1.251e+1,,1.827e-26,,1.251e+1,,,,,7.736e-30
904.57,1.382e+1,,1.958e-26,,1.382e+1,,,,,5.877e-30
904.65,1.520e+1,,2.088e-26,,1.520e+1,,,,,4.444e-30
904.73,1.664e+1,,2.216e-26,,1.664e+1,,,,,3.344e-30
904.81,1.813e+1,,2.341e-26,,1.813e+1,,,,,2.506e-30
904.89,1.967e+1,,2.461e-26,,1.967e+1,,,,,1.869e-30
904.98,2.145e+1,,2.590e-26,,2.145e+1,,,,,1.338e-30
905.06,2.306e+1,,2.696e-26,,2.306e+1,,,,,9.913e-31
905.14,2.469e+1,,2.793e-26,,2.469e+1,,,,,7.339e-31
905.22,2.632e+1,,2.880e-26,,2.632e+1,,,,,5.451e-31
905.3,2.794e+1,,2.956e-26,,2.794e+1,,,,,4.092e-31
905.39,2.974e+1,,3.026e-26,,2.974e+1,,,,,3.052e-31
905.47,3.130e+1,,3.075e-26,,3.130e+1,,,,,2.474e-31
905.55,3.281e+1,,3.109e-26,,3.281e+1,,,,,2.167e-31
905.63,3.427e+1,,3.130e-26,,3.427e+1,,,,,2.105e-31
905.71,3.566e+1,,3.135e-26,,3.566e+1,,,,,2.286e-31
905.79,3.697e+1,,3.126e-26,,3.697e+1,,,,,2.729e-31
905.88,3.836e+1,,3.098e-26,,3.836e+1,,,,,3.597e-31
905.96,3.949e+1,,3.058e-26,,3.949e+1,,,,,4.782e-31
906.04,4.054e+1,,3.004e-26,,4.054e+1,,,,,6.470e-31
906.12,4.149e+1,,2.938e-26,,4.149e+1,,,,,8.819e-31
906.2,4.236e+1,,2.859e-26,,4.236e+1,,,,,1.204e-30
906.29,4.323e+1,,2.757e-26,,4.323e+1,,,,,1.705e-30
906.37,4.393e+1,,2.657e-26,,4.393e+1,,,,,2.316e-30
906.45,4.456e+1,,2.548e-26,,4.456e+1,,,,,3.133e-30
906.53,4.513e+1,,2.432e-26,,4.513e+1,,,,,4.220e-30
906.61,4.567e+1,,2.310e-26,,4.567e+1,,,,,5.659e-30
906.7,4.623e+1,,2.168e-26,,4.623e+1,,,,,7.830e-30
906.78,4.673e+1,,2.039e-26,,4.673e+1,,,,,1.040e-29
906.86,4.723e+1,,1.909e-26,,4.723e+1,,,,,1.375e-29
906.94,4.775e+1,,1.778e-26,,4.775e+1,,,,,1.809e-29
907.02,4.831e+1,,1.649e-26,,4.831e+1,,,,,2.369e-29
907.1,4.894e+1,,1.522e-26,,4.894e+1,,,,,3.088e-29
907.19,4.973e+1,,1.383e-26,,4.973e+1,,,,,4.138e-29
907.27,5.052e+1,,1.263e-26,,5.052e+1,,,,,5.342e-29
907.35,5.142e+1,,1.149e-26,,5.142e+1,,,,,6.864e-29
907.43,5.243e+1,,1.040e-26,,5.243e+1,,,,,8.778e-29
907.51,5.356e+1,,9.367e-27,,5.356e+1,,,,,1.117e-28
907.6,5.498e+1,,8.281e-27,,5.498e+1,,,,,1.458e-28
907.68,5.637e+1,,7.386e-27,,5.637e+1,,,,,1.838e-28
907.76,5.789e+1,,6.556e-27,,5.789e+1,,,,,2.306e-28
907.84,5.953e+1,,5.792e-27,,5.953e+1,,,,,2.880e-28
907.92,6.128e+1,,5.093e-27,,6.128e+1,,,,,3.581e-28
908,6.313e+1,,4.457e-27,,6.313e+1,,,,,4.431e-28
908.09,6.531e+1,,3.815e-27,,6.531e+1,,,,,5.601e-28
908.17,6.732e+1,,3.305e-27,,6.732e+1,,,,,6.863e-28
