Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
827.63,6.284e-4,,6.009e-31,9.760e-72,4.381e-6,,1.127e-24,6.240e-4,3.891e-10,6.222e-39
827.71,4.631e-4,,4.178e-31,1.016e-71,6.580e-6,,1.670e-24,4.565e-4,4.222e-10,1.100e-38
827.8,3.295e-4,,2.757e-31,1.056e-71,1.033e-5,,2.581e-24,3.192e-4,4.597e-10,2.073e-38
827.88,2.462e-4,,1.894e-31,1.086e-71,1.533e-5,,3.778e-24,2.308e-4,4.930e-10,3.620e-38
827.96,1.887e-4,,1.294e-31,1.111e-71,2.264e-5,,5.500e-24,1.661e-4,5.256e-10,6.288e-38
828.04,1.520e-4,,8.786e-32,1.130e-71,3.323e-5,,7.963e-24,1.188e-4,5.572e-10,1.086e-37
828.12,1.330e-4,,5.933e-32,1.143e-71,4.850e-5,,1.146e-23,8.454e-5,5.875e-10,1.866e-37
828.2,1.302e-4,,3.983e-32,1.149e-71,7.041e-5,,1.642e-23,5.983e-5,6.159e-10,3.187e-37
828.29,1.467e-4,,2.527e-32,1.149e-71,1.064e-4,,2.442e-23,4.028e-5,6.451e-10,5.783e-37
828.37,1.808e-4,,1.676e-32,1.142e-71,1.526e-4,,3.456e-23,2.818e-5,6.682e-10,9.763e-37
828.45,2.373e-4,,1.105e-32,1.128e-71,2.177e-4,,4.863e-23,1.961e-5,6.883e-10,1.639e-36
828.53,3.224e-4,,7.248e-33,1.109e-71,3.089e-4,,6.806e-23,1.357e-5,7.050e-10,2.737e-36
828.61,4.451e-4,,4.725e-33,1.083e-71,4.357e-4,,9.472e-23,9.335e-6,7.180e-10,4.544e-36
828.7,6.436e-4,,2.901e-33,1.048e-71,6.375e-4,,1.365e-22,6.091e-6,7.281e-10,7.985e-36
828.78,8.929e-4,,1.868e-33,1.012e-71,8.888e-4,,1.878e-22,4.143e-6,7.327e-10,1.310e-35
828.86,1.235e-3,,1.196e-33,9.714e-72,1.232e-3,,2.568e-22,2.802e-6,7.332e-10,2.138e-35
828.94,1.701e-3,,7.619e-34,9.272e-72,1.699e-3,,3.494e-22,1.885e-6,7.296e-10,3.470e-35
829.02,2.331e-3,,4.824e-34,8.801e-72,2.329e-3,,4.728e-22,1.261e-6,7.219e-10,5.601e-35
829.1,3.177e-3,,3.037e-34,8.307e-72,3.176e-3,,6.362e-22,8.394e-7,7.103e-10,8.990e-35
829.19,4.472e-3,,1.792e-34,7.732e-72,4.471e-3,,8.826e-22,5.273e-7,6.928e-10,1.521e-34
829.27,6.025e-3,,1.114e-34,7.211e-72,6.025e-3,,1.174e-21,3.468e-7,6.736e-10,2.412e-34
829.35,8.073e-3,,6.891e-35,6.687e-72,8.072e-3,,1.553e-21,2.268e-7,6.512e-10,3.805e-34
829.43,1.076e-2,,4.237e-35,6.167e-72,1.076e-2,,2.043e-21,1.476e-7,6.260e-10,5.969e-34
829.51,1.425e-2,,2.590e-35,5.655e-72,1.425e-2,,2.673e-21,9.545e-8,5.984e-10,9.311e-34
829.6,1.943e-2,,1.479e-35,5.095e-72,1.943e-2,,3.592e-21,5.809e-8,5.650e-10,1.526e-33
829.68,2.544e-2,,8.932e-36,4.616e-72,2.544e-2,,4.646e-21,3.714e-8,5.337e-10,2.352e-33
829.76,3.313e-2,,5.363e-36,4.159e-72,3.313e-2,,5.976e-21,2.362e-8,5.013e-10,3.606e-33
829.84,4.290e-2,,3.202e-36,3.726e-72,4.290e-2,,7.644e-21,1.493e-8,4.682e-10,5.499e-33
829.92,5.525e-2,,1.901e-36,3.319e-72,5.525e-2,,9.726e-21,9.391e-9,4.349e-10,8.338e-33
830.01,7.294e-2,,1.050e-36,2.895e-72,7.294e-2,,1.267e-20,5.536e-9,3.976e-10,1.323e-32
830.09,9.283e-2,,6.159e-37,2.548e-72,9.283e-2,,1.594e-20,3.441e-9,3.650e-10,1.983e-32
830.17,1.175e-1,,3.592e-37,2.230e-72,1.175e-1,,1.993e-20,2.127e-9,3.333e-10,2.955e-32
830.25,1.478e-1,,2.083e-37,1.941e-72,1.478e-1,,2.480e-20,1.307e-9,3.026e-10,4.380e-32
830.33,1.850e-1,,1.201e-37,1.680e-72,1.850e-1,,3.070e-20,7.990e-10,2.734e-10,6.455e-32
830.41,2.303e-1,,6.882e-38,1.446e-72,2.303e-1,,3.779e-20,4.857e-10,2.457e-10,9.462e-32
830.5,2.925e-1,,3.655e-38,1.213e-72,2.925e-1,,4.743e-20,2.756e-10,2.166e-10,1.445e-31
830.58,3.598e-1,,2.070e-38,1.031e-72,3.598e-1,,5.773e-20,1.656e-10,1.928e-10,2.094e-31
830.66,4.400e-1,,1.165e-38,8.720e-73,4.400e-1,,6.988e-20,9.893e-11,1.709e-10,3.016e-31
830.74,5.352e-1,,6.524e-39,7.332e-73,5.352e-1,,8.415e-20,5.878e-11,1.510e-10,4.321e-31
830.82,6.473e-1,,3.632e-39,6.130e-73,6.473e-1,,1.008e-19,3.473e-11,1.332e-10,6.156e-31
830.91,7.964e-1,,1.866e-39,4.978e-73,7.964e-1,,1.227e-19,1.909e-11,1.156e-10,9.107e-31
830.99,9.519e-1,,1.026e-39,4.112e-73,9.519e-1,,1.454e-19,1.114e-11,1.021e-10,1.282e-30
831.07,1.131e+0,,5.611e-40,3.378e-73,1.131e+0,,1.713e-19,6.471e-12,9.063e-11,1.796e-30
831.15,1.337e+0,,3.050e-40,2.759e-73,1.337e+0,,2.008e-19,3.737e-12,8.117e-11,2.500e-30
831.23,1.572e+0,,1.649e-40,2.241e-73,1.572e+0,,2.341e-19,2.146e-12,7.368e-11,3.462e-30
831.31,1.837e+0,,8.863e-41,1.810e-73,1.837e+0,,2.716e-19,1.225e-12,6.814e-11,4.768e-30
831.4,2.175e+0,,4.378e-41,1.414e-73,2.175e+0,,3.190e-19,6.480e-13,6.420e-11,6.790e-30
831.48,2.513e+0,,2.325e-41,1.128e-73,2.513e+0,,3.661e-19,3.657e-13,6.274e-11,9.241e-30
831.56,2.887e+0,,1.227e-41,8.953e-74,2.887e+0,,4.180e-19,2.052e-13,6.319e-11,1.251e-29
831.64,3.297e+0,,,7.065e-74,3.297e+0,,4.749e-19,1.145e-13,6.558e-11,1.684e-29
831.72,3.746e+0,,,5.543e-74,3.746e+0,,5.367e-19,6.357e-14,6.993e-11,2.254e-29
831.81,4.295e+0,,,4.191e-74,4.295e+0,,6.123e-19,3.251e-14,7.721e-11,3.108e-29
831.89,4.821e+0,,,3.250e-74,4.821e+0,,6.848e-19,1.783e-14,8.585e-11,4.112e-29
831.97,5.382e+0,,,2.505e-74,5.382e+0,,7.621e-19,9.725e-15,9.659e-11,5.410e-29
832.05,5.975e+0,,,1.920e-74,5.975e+0,,8.440e-19,5.004e-15,1.095e-10,7.078e-29
832.13,6.596e+0,,,1.464e-74,6.596e+0,,9.302e-19,2.704e-15,1.246e-10,9.210e-29
832.21,7.242e+0,,,1.110e-74,7.242e+0,,1.020e-18,1.452e-15,1.420e-10,1.192e-28
832.3,7.990e+0,,,8.070e-75,7.990e+0,,1.126e-18,7.172e-16,1.642e-10,1.582e-28
832.38,8.669e+0,,,6.044e-75,8.669e+0,,1.222e-18,2.660e-16,1.865e-10,2.023e-28
832.46,9.353e+0,,,4.501e-75,9.353e+0,,1.321e-18,1.411e-16,2.111e-10,2.573e-28
832.54,1.003e+1,,,3.334e-75,1.003e+1,,1.421e-18,7.446e-17,2.380e-10,3.253e-28
832.62,1.071e+1,,,2.455e-75,1.071e+1,,1.521e-18,,2.671e-10,4.092e-28
832.71,1.144e+1,,,1.728e-75,1.144e+1,,1.634e-18,,3.023e-10,5.261e-28
832.79,1.206e+1,,,1.257e-75,1.206e+1,,1.732e-18,,3.357e-10,6.539e-28
832.87,1.265e+1,,,9.098e-76,1.265e+1,,1.829e-18,,3.708e-10,8.083e-28
832.95,1.319e+1,,,6.546e-76,1.319e+1,,1.922e-18,,4.075e-10,9.937e-28
833.03,1.367e+1,,,4.683e-76,1.367e+1,,2.012e-18,,4.454e-10,1.215e-27
833.12,1.415e+1,,,3.191e-76,1.415e+1,,2.106e-18,,4.890e-10,1.513e-27
833.2,1.450e+1,,,2.256e-76,1.450e+1,,2.184e-18,,5.283e-10,1.828e-27
833.28,1.477e+1,,,1.586e-76,1.477e+1,,2.255e-18,,5.678e-10,2.196e-27
833.36,1.497e+1,,,1.108e-76,1.497e+1,,2.318e-18,,6.068e-10,2.624e-27
833.44,1.508e+1,,,7.702e-77,1.508e+1,,2.374e-18,,6.450e-10,3.118e-27
833.52,1.511e+1,,,5.323e-77,1.511e+1,,2.421e-18,,6.819e-10,3.684e-27
833.61,1.505e+1,,,3.489e-77,1.505e+1,,2.462e-18,,7.214e-10,4.416e-27
833.69,1.490e+1,,,2.383e-77,1.490e+1,,2.489e-18,,7.541e-10,5.157e-27
833.77,1.468e+1,,,1.618e-77,1.468e+1,,2.506e-18,,7.843e-10,5.990e-27
833.85,1.437e+1,,,1.092e-77,1.437e+1,,2.513e-18,,8.114e-10,6.918e-27
833.93,1.400e+1,,,7.335e-78,1.400e+1,,2.510e-18,,8.352e-10,7.946e-27
834.02,1.350e+1,,,4.654e-78,1.350e+1,,2.495e-18,,8.578e-10,9.225e-27
834.1,1.299e+1,,,3.087e-78,1.299e+1,,2.471e-18,,8.740e-10,1.047e-26
834.18,1.243e+1,,,2.037e-78,1.243e+1,,2.438e-18,,8.865e-10,1.182e-26
834.26,1.183e+1,,,1.336e-78,1.183e+1,,2.396e-18,,8.953e-10,1.327e-26
834.34,1.120e+1,,,8.714e-79,1.120e+1,,2.345e-18,,9.006e-10,1.482e-26
834.42,1.054e+1,,,5.652e-79,1.054e+1,,2.287e-18,,9.027e-10,1.645e-26
834.51,9.780e+0,,,3.450e-79,9.780e+0,,2.212e-18,,9.018e-10,1.838e-26
834.59,9.096e+0,,,2.211e-79,9.096e+0,,2.139e-18,,8.986e-10,2.017e-26
834.67,8.414e+0,,,1.409e-79,8.414e+0,,2.060e-18,,8.938e-10,2.201e-26
834.75,7.739e+0,,,8.927e-80,7.739e+0,,1.977e-18,,8.881e-10,2.388e-26
834.83,7.079e+0,,,5.625e-80,7.079e+0,,1.889e-18,,8.824e-10,2.577e-26
834.92,6.360e+0,,,3.323e-80,6.360e+0,,1.786e-18,,8.770e-10,2.790e-26
835,5.749e+0,,,2.069e-80,5.749e+0,,1.692e-18,,8.742e-10,2.975e-26
835.08,5.168e+0,,,1.281e-80,5.168e+0,,1.597e-18,,8.745e-10,3.156e-26
835.16,4.620e+0,,,7.886e-81,4.620e+0,,1.501e-18,,8.787e-10,3.329e-26
835.24,4.107e+0,,,4.828e-81,4.107e+0,,1.405e-18,,8.879e-10,3.492e-26
835.33,3.573e+0,,,2.761e-81,3.573e+0,,1.297e-18,,9.056e-10,3.660e-26
835.41,3.139e+0,,,1.670e-81,3.139e+0,,1.204e-18,1.269e-14,9.289e-10,3.794e-26
835.49,2.742e+0,,,1.004e-81,2.742e+0,,1.112e-18,3.213e-14,9.603e-10,3.912e-26
835.57,2.382e+0,,,6.007e-82,2.382e+0,,1.023e-18,5.963e-14,1.000e-9,4.011e-26
835.65,2.058e+0,,,3.572e-82,2.058e+0,,9.368e-19,1.101e-13,1.050e-9,4.089e-26
835.73,1.768e+0,,,2.113e-82,1.768e+0,,8.544e-19,2.022e-13,1.110e-9,4.146e-26
835.82,1.480e+0,,,1.162e-82,1.480e+0,,7.662e-19,3.979e-13,1.190e-9,4.183e-26
835.9,1.257e+0,,,6.790e-83,1.257e+0,,6.923e-19,7.223e-13,1.273e-9,4.192e-26
835.98,1.061e+0,,,3.945e-83,1.061e+0,,6.227e-19,1.304e-12,1.366e-9,4.178e-26
836.06,8.909e-1,,,2.279e-83,8.909e-1,,5.576e-19,2.341e-12,1.469e-9,4.140e-26
836.14,7.438e-1,,,1.310e-83,7.438e-1,,4.970e-19,4.182e-12,1.583e-9,4.080e-26
836.23,6.031e-1,,,6.972e-84,6.031e-1,,4.344e-19,7.977e-12,1.722e-9,3.988e-26
836.31,4.976e-1,,,3.958e-84,4.976e-1,,3.834e-19,1.408e-11,1.855e-9,3.884e-26
836.39,4.083e-1,,,2.234e-84,4.083e-1,,3.369e-19,2.473e-11,1.994e-9,3.762e-26
836.47,3.331e-1,,,1.254e-84,3.331e-1,,2.946e-19,4.318e-11,2.140e-9,3.624e-26
836.55,2.703e-1,,,6.999e-85,2.703e-1,,2.565e-19,7.501e-11,2.290e-9,3.472e-26
836.63,2.181e-1,,,3.885e-85,2.181e-1,,2.222e-19,1.296e-10,2.442e-9,3.307e-26
836.72,1.702e-1,,,1.989e-85,1.702e-1,,1.880e-19,2.381e-10,2.614e-9,3.111e-26
836.8,1.357e-1,,,1.091e-85,1.357e-1,,1.612e-19,4.066e-10,2.766e-9,2.929e-26
836.88,1.076e-1,,,5.949e-86,1.076e-1,,1.375e-19,6.906e-10,2.914e-9,2.743e-26
836.96,8.486e-2,,,3.226e-86,8.486e-2,,1.168e-19,1.167e-9,3.057e-9,2.554e-26
837.04,6.654e-2,,,1.739e-86,6.654e-2,,9.870e-20,1.960e-9,3.192e-9,2.365e-26
837.13,5.028e-2,,,8.622e-87,5.028e-2,,8.119e-20,3.491e-9,3.332e-9,2.155e-26
837.21,3.897e-2,,,4.562e-87,3.897e-2,,6.789e-20,5.799e-9,3.445e-9,1.972e-26
837.29,3.003e-2,,,2.250e-87,3.003e-2,,5.649e-20,9.579e-9,3.545e-9,1.794e-26
837.37,2.301e-2,,,,2.301e-2,,4.677e-20,1.574e-8,3.630e-9,1.624e-26
837.45,1.754e-2,,,,1.754e-2,,3.852e-20,2.572e-8,3.699e-9,1.462e-26
837.53,1.329e-2,,,,1.329e-2,,3.157e-20,4.179e-8,3.753e-9,1.308e-26
837.62,9.665e-3,,,,9.665e-3,,2.509e-20,7.171e-8,3.792e-9,1.147e-26
837.7,7.238e-3,,,,7.238e-3,,2.034e-20,1.152e-7,3.809e-9,1.015e-26
837.78,5.391e-3,,,,5.391e-3,,1.641e-20,1.841e-7,3.809e-9,8.929e-27
837.86,3.993e-3,,,,3.993e-3,,1.317e-20,2.926e-7,3.793e-9,7.812e-27
837.94,2.941e-3,,,,2.941e-3,,1.051e-20,4.624e-7,3.760e-9,6.796e-27
838.03,2.071e-3,,,,2.071e-3,,8.108e-21,7.690e-7,3.707e-9,5.773e-27
838.11,1.508e-3,,,,1.507e-3,,6.402e-21,1.202e-6,3.645e-9,4.964e-27
838.19,1.093e-3,,,,1.091e-3,,5.029e-21,1.867e-6,3.572e-9,4.244e-27
838.27,7.880e-4,,,,7.852e-4,,3.930e-21,2.886e-6,3.489e-9,3.609e-27
838.35,5.664e-4,,,,5.620e-4,,3.055e-21,4.437e-6,3.398e-9,3.052e-27
838.44,3.904e-4,,,,3.832e-4,,2.287e-21,7.151e-6,3.290e-9,2.511e-27
838.52,2.819e-4,,,,2.711e-4,,1.758e-21,1.087e-5,3.189e-9,2.098e-27
838.6,2.071e-4,,,,1.907e-4,,1.344e-21,1.643e-5,3.087e-9,1.744e-27
838.68,1.581e-4,,,,1.334e-4,,1.022e-21,2.469e-5,2.986e-9,1.442e-27
838.76,1.297e-4,,,,9.278e-5,,7.736e-22,3.692e-5,2.886e-9,1.185e-27
838.84,1.191e-4,,,,6.418e-5,,5.822e-22,5.490e-5,2.791e-9,9.687e-28
838.93,1.274e-4,,,,4.212e-5,,4.202e-22,8.524e-5,2.690e-9,7.670e-28
839.01,1.541e-4,,,,2.879e-5,,3.127e-22,1.253e-4,2.607e-9,6.197e-28
839.09,2.028e-4,,,,1.957e-5,,2.314e-22,1.832e-4,2.532e-9,4.978e-28
839.17,2.796e-4,,,,1.323e-5,,1.704e-22,2.664e-4,2.465e-9,3.978e-28
839.25,3.942e-4,,,,8.895e-6,,1.248e-22,3.853e-4,2.406e-9,3.160e-28
839.34,5.854e-4,,,,5.653e-6,,8.733e-23,5.798e-4,2.351e-9,2.424e-28
839.42,8.327e-4,,,,3.755e-6,,6.323e-23,8.289e-4,2.310e-9,1.903e-28
839.5,1.181e-3,,,,2.481e-6,,4.553e-23,1.179e-3,2.278e-9,1.486e-28
839.58,1.669e-3,,,,1.630e-6,,3.261e-23,1.667e-3,2.253e-9,1.154e-28
839.66,2.346e-3,,,,1.065e-6,,2.323e-23,2.345e-3,2.234e-9,8.914e-29
839.74,3.281e-3,,,,6.919e-7,,1.646e-23,3.280e-3,2.222e-9,6.846e-29
839.83,4.756e-3,,,,4.231e-7,,1.110e-23,4.755e-3,2.213e-9,5.054e-29
839.91,6.576e-3,,,,2.717e-7,,7.774e-24,6.576e-3,2.209e-9,3.836e-29
839.99,9.046e-3,,,,1.735e-7,,5.416e-24,9.045e-3,2.207e-9,2.896e-29
840.07,1.237e-2,,,,1.101e-7,,3.753e-24,1.237e-2,2.206e-9,2.174e-29
840.15,1.684e-2,,,,6.954e-8,,2.586e-24,1.684e-2,2.205e-9,1.623e-29
840.24,2.366e-2,,,,4.118e-8,,1.690e-24,2.366e-2,2.203e-9,1.160e-29
840.32,3.182e-2,,,,2.570e-8,,1.151e-24,3.182e-2,2.198e-9,8.560e-30
840.4,4.256e-2,,,,1.594e-8,,7.801e-25,4.256e-2,2.191e-9,6.281e-30
840.48,5.663e-2,,,,9.839e-9,,5.256e-25,5.663e-2,2.179e-9,4.583e-30
840.56,7.494e-2,,,,6.038e-9,,3.523e-25,7.494e-2,2.163e-9,3.325e-30
840.65,1.020e-1,,,,3.462e-9,,2.231e-25,1.020e-1,2.139e-9,2.303e-30
840.73,1.335e-1,,,,2.100e-9,,1.478e-25,1.335e-1,2.112e-9,1.651e-30
840.81,1.737e-1,,,,1.266e-9,,9.736e-26,1.737e-1,2.080e-9,1.178e-30
840.89,2.248e-1,,,,7.593e-10,,6.379e-26,2.248e-1,2.042e-9,8.353e-31
840.97,2.893e-1,,,,4.528e-10,,4.157e-26,2.893e-1,1.999e-9,5.891e-31
841.05,3.703e-1,,,,2.685e-10,,2.694e-26,3.703e-1,1.950e-9,4.132e-31
841.14,4.857e-1,,,,1.482e-10,,1.643e-26,4.857e-1,1.889e-9,2.754e-31
841.22,6.146e-1,,,,8.685e-11,,1.053e-26,6.146e-1,1.830e-9,1.909e-31
841.3,7.735e-1,,,,5.061e-11,,6.705e-27,7.735e-1,1.768e-9,1.316e-31
841.38,9.683e-1,,,,2.933e-11,,4.248e-27,9.683e-1,1.701e-9,9.023e-32
841.46,1.206e+0,,,,1.691e-11,,2.677e-27,1.206e+0,1.631e-9,6.152e-32
841.55,1.533e+0,,,,9.035e-12,,1.582e-27,1.533e+0,1.550e-9,3.972e-32
841.63,1.886e+0,,,,5.146e-12,,9.851e-28,1.886e+0,1.476e-9,2.676e-32
841.71,2.309e+0,,,,2.915e-12,,6.101e-28,2.309e+0,1.400e-9,1.793e-32
841.79,2.811e+0,,,,1.642e-12,,3.758e-28,2.811e+0,1.324e-9,1.195e-32
841.87,3.403e+0,,,,9.195e-13,,2.302e-28,3.403e+0,1.247e-9,7.918e-33
841.95,4.099e+0,,,,5.122e-13,,1.403e-28,4.099e+0,1.171e-9,5.218e-33
842.04,5.019e+0,,,,2.634e-13,,7.979e-29,5.019e+0,1.086e-9,3.243e-33
842.12,5.975e+0,,,,1.450e-13,,4.805e-29,5.975e+0,1.012e-9,2.112e-33
842.2,7.075e+0,,,,7.936e-14,,2.877e-29,7.075e+0,9.394e-10,1.368e-33
842.28,8.332e+0,,,,4.320e-14,,1.713e-29,8.332e+0,8.689e-10,8.811e-34
842.36,9.759e+0,,,,2.338e-14,,1.015e-29,9.759e+0,8.007e-10,5.644e-34
842.45,1.158e+1,,,,1.165e-14,,5.592e-30,1.158e+1,7.271e-10,3.397e-34
842.53,1.341e+1,,,,6.230e-15,,3.273e-30,1.341e+1,6.647e-10,2.150e-34
842.61,1.544e+1,,,,3.314e-15,,1.905e-30,1.544e+1,6.053e-10,1.354e-34
842.69,1.769e+1,,,,,,1.103e-30,1.769e+1,5.491e-10,8.476e-35
842.77,2.015e+1,,,,,,6.350e-31,2.015e+1,4.961e-10,5.277e-35
842.85,2.283e+1,,,,,,3.636e-31,2.283e+1,4.464e-10,3.268e-35
842.94,2.610e+1,,,,,,1.929e-31,2.610e+1,3.945e-10,1.893e-35
843.02,2.923e+1,,,,,,1.091e-31,2.923e+1,3.519e-10,1.158e-35
843.1,3.257e+1,,,,,,6.142e-32,3.257e+1,3.126e-10,7.049e-36
843.18,3.608e+1,,,,,,3.437e-32,3.608e+1,2.765e-10,4.266e-36
843.26,3.976e+1,,,,,,1.913e-32,3.976e+1,2.435e-10,2.568e-36
843.35,4.406e+1,,,,,,9.724e-33,4.406e+1,2.100e-10,1.441e-36
843.43,4.799e+1,,,,,,5.351e-33,4.799e+1,1.832e-10,8.569e-37
843.51,5.199e+1,,,,,,2.928e-33,5.199e+1,1.591e-10,5.069e-37
843.59,5.602e+1,,,,,,1.594e-33,5.602e+1,1.376e-10,2.982e-37
843.67,6.004e+1,,,,,,8.625e-34,6.004e+1,1.184e-10,1.744e-37
843.76,6.449e+1,,,,,,4.294e-34,6.449e+1,9.941e-11,9.479e-38
843.84,6.832e+1,,,,,,2.297e-34,6.832e+1,8.469e-11,5.480e-38
843.92,7.198e+1,,,,,,1.222e-34,7.198e+1,7.181e-11,3.151e-38
844,7.544e+1,,,,,,,7.544e+1,6.060e-11,1.802e-38
844.08,7.863e+1,,,,,,,7.863e+1,5.088e-11,1.024e-38
844.16,8.151e+1,,,,,,,8.151e+1,4.252e-11,5.793e-39
844.25,8.434e+1,,,,,,,8.434e+1,3.453e-11,3.030e-39
844.33,8.643e+1,,,,,,,8.643e+1,2.855e-11,1.693e-39
844.41,8.809e+1,,,,,,,8.809e+1,2.349e-11,9.411e-40
844.49,8.930e+1,,,,,,,8.930e+1,1.923e-11,5.202e-40
844.57,9.004e+1,,,,,,,9.004e+1,1.566e-11,2.859e-40
844.66,9.029e+1,,,,,,,9.029e+1,1.235e-11,1.448e-40
844.74,8.999e+1,,,,,,,8.999e+1,9.950e-12,7.868e-41
844.82,8.920e+1,,,,,,,8.920e+1,7.974e-12,4.250e-41
844.9,8.795e+1,,,,,,,8.795e+1,6.357e-12,2.283e-41
844.98,8.624e+1,,,,,,,8.624e+1,5.041e-12,1.220e-41
845.06,8.411e+1,,,,,,,8.411e+1,3.977e-12,
845.15,8.125e+1,,,,,,,8.125e+1,3.027e-12,
845.23,7.833e+1,,,,,,,7.833e+1,2.362e-12,
845.31,7.511e+1,,,,,,,7.511e+1,1.833e-12,
845.39,7.164e+1,,,,,,,7.164e+1,1.415e-12,
845.47,6.795e+1,,,,,,,6.795e+1,1.086e-12,
845.56,6.362e+1,,,,,,,6.362e+1,8.020e-13,
845.64,5.965e+1,,,,,,,5.965e+1,6.089e-13,
845.72,5.563e+1,,,,,,,5.563e+1,4.598e-13,
845.8,5.160e+1,,,,,,,5.160e+1,3.454e-13,
845.88,4.760e+1,,,,,,,4.760e+1,2.580e-13,
845.97,4.320e+1,,,,,,,4.320e+1,1.847e-13,
846.05,3.939e+1,,,,,,,3.939e+1,1.364e-13,
846.13,3.573e+1,,,,,,,3.573e+1,1.002e-13,
846.21,3.223e+1,,,,,,,3.223e+1,7.322e-14,
846.29,2.892e+1,,,,,,,2.892e+1,5.321e-14,
846.37,2.581e+1,,,,,,,2.581e+1,3.846e-14,
846.46,2.256e+1,,,,,,,2.256e+1,2.653e-14,
846.54,1.990e+1,,,,,,,1.990e+1,1.895e-14,
846.62,1.746e+1,,,,,,,1.746e+1,1.347e-14,
846.7,1.524e+1,,,,,,,1.524e+1,9.522e-15,
846.78,1.322e+1,,,,,,,1.322e+1,6.694e-15,
846.87,1.120e+1,,,,,,,1.120e+1,4.474e-15,
846.95,9.612e+0,,,,,,,9.612e+0,3.109e-15,
847.03,8.202e+0,,,,,,,8.202e+0,2.149e-15,
847.11,6.961e+0,,,,,,,6.961e+0,1.477e-15,
847.19,5.876e+0,,,,,,,5.876e+0,1.010e-15,
847.27,4.933e+0,,,,,,,4.933e+0,6.869e-16,
847.36,4.026e+0,,,,,,,4.026e+0,4.422e-16,
847.44,3.341e+0,,,,,,,3.341e+0,2.972e-16,
847.52,2.758e+0,,,,,,,2.758e+0,1.987e-16,
847.6,2.264e+0,,,,,,,2.264e+0,1.321e-16,
847.68,1.849e+0,,,,,,,1.849e+0,8.737e-17,
847.77,1.462e+0,,,,,,,1.462e+0,5.451e-17,
847.85,1.180e+0,,,,,,,1.180e+0,3.563e-17,
847.93,9.476e-1,,,,,,,9.476e-1,2.316e-17,
848.01,7.567e-1,,,,,,,7.567e-1,1.498e-17,
848.09,6.009e-1,,,,,,,6.009e-1,9.630e-18,
848.17,4.746e-1,,,,,,,4.746e-1,6.159e-18,
848.26,3.616e-1,,,,,,,3.616e-1,3.700e-18,
848.34,2.824e-1,,,,,,,2.824e-1,2.339e-18,
848.42,2.193e-1,,,,,,,2.193e-1,1.471e-18,
848.5,1.694e-1,,,,,,,1.694e-1,9.197e-19,
848.58,1.301e-1,,,,,,,1.301e-1,5.719e-19,
848.67,9.607e-2,,,,,,,9.607e-2,3.330e-19,
848.75,7.295e-2,,,,,,,7.295e-2,2.047e-19,
848.83,5.510e-2,,,,,,,5.510e-2,1.251e-19,
848.91,4.139e-2,,,,,,,4.139e-2,7.609e-20,
848.99,3.092e-2,,,,,,,3.092e-2,4.601e-20,
849.08,2.213e-2,,,,,,,2.213e-2,2.596e-20,
849.16,1.635e-2,,,,,,,1.635e-2,1.552e-20,
849.24,1.201e-2,,,,,,,1.201e-2,9.225e-21,
849.32,8.773e-3,,,,,,,8.773e-3,5.454e-21,
849.4,6.375e-3,,,,,,,6.375e-3,3.207e-21,
849.48,4.607e-3,,,,,,,4.607e-3,1.876e-21,
849.57,3.176e-3,,,,,,,3.176e-3,1.019e-21,
849.65,2.269e-3,,,,,,,2.269e-3,5.889e-22,
849.73,1.612e-3,,,,,,,1.612e-3,3.386e-22,
849.81,1.140e-3,,,,,,,1.140e-3,1.936e-22,
849.89,8.009e-4,,,,,,,8.009e-4,1.101e-22,
849.98,5.352e-4,,,,,,,5.352e-4,5.796e-23,
850.06,3.719e-4,,,,,,,3.719e-4,3.258e-23,
850.14,2.570e-4,,,,,,,2.570e-4,1.821e-23,
850.22,1.766e-4,,,,,,,1.766e-4,1.013e-23,
850.3,1.208e-4,,,,,,,1.208e-4,5.600e-24,
850.38,8.210e-5,,,,,,,8.210e-5,3.080e-24,
850.47,5.285e-5,,,,,,,5.285e-5,1.561e-24,
850.55,3.552e-5,,,,,,,3.552e-5,8.488e-25,
850.63,2.375e-5,,,,,,,2.375e-5,4.589e-25,
850.71,1.579e-5,,,,,,,1.579e-5,2.467e-25,
850.79,1.044e-5,,,,,,,1.044e-5,1.319e-25,
850.88,6.514e-6,,,,,,,6.514e-6,,
850.96,4.258e-6,,,,,,,4.258e-6,,
851.04,2.768e-6,,,,,,,2.768e-6,,
851.12,1.790e-6,,,,,,,1.790e-6,,
851.2,1.151e-6,,,,,,,1.151e-6,,
851.29,6.962e-7,,,,,,,6.962e-7,,
851.37,4.426e-7,,,,,,,4.426e-7,,
851.45,2.799e-7,,,,,,,2.799e-7,,
851.53,1.760e-7,,,,,,,1.760e-7,,
851.61,1.101e-7,,,,,,,1.101e-7,,
851.69,6.849e-8,,,,,,,6.849e-8,,
851.78,3.990e-8,,,,,,,3.990e-8,,
851.86,2.454e-8,,,,,,,2.454e-8,,
851.94,1.501e-8,,,,,,,1.501e-8,,
852.02,9.130e-9,,,,,,,9.130e-9,,
852.1,5.524e-9,,,,,,,5.524e-9,,
